"","CATCHID","SINUOSITY.x","STRM_DENS.x","ELEVCM_MEA.x","SLP_PERC.x","MEAN_RCHRG.x","MEAN_IEOF.x","RF30_MEAN.x","NHDAREAWTMAP.x","NHDAREAWTMAT.x","NHDMAXELEVSMO.x","NHDMINELEVSMO.x","NHDSLOPE.x","L_POPDENS","SO.x","OrgMatter_WA.x","CaCO3_WA.x","SurfText_Maj.x","NLCD_CN.x","DENS_RD_XING.x","DENS_FishBarrier.x","DENS_L_TRI.x","StorageRatio.x","BFI_MEAN.y","SINUOSITY.y","STRM_DENS.y","ELEVCM_MEA.y","SLP_PERC.y","MEAN_RCHRG.y","MEAN_IEOF.y","SATOF_MEAN.y","NHDAREAWTMAP.y","NHDAREAWTMAT.y","NHDMAXELEVSMO.y","NHDSLOPE.y","N_POPDENSC","Silt_WA.y","OrgMatter_WA.y","KfactWS_WA.y","EC_WA.y","Dep2WatTbl_WA.y","CaCO3_WA.y","SurfText_Maj.y","NLCD_CN.y","DENS_RD_XING.y","DENS_DamCount.y","DENS_L_TRI.y","DENS_L_NPDES.y","DENS_L_CERC.y","StorageRatio.y","NHDCUMDRAINAG.x","PCT_ADRAIN.x","PCT_ADRAIN.y","Dom_SGEOL.x","Dom_SGEOL.y","sedrisk.x","PCT_IRRIG.x","PCT_IRRIG.y","basf_PC.x","frccMN.x","is_PC.x","prcp_PC.x","runo_PC.x","snwe_PC.x","fireMN.x","TotalUse","tave_PC.x","tmax_PC.x","tmin_PC.x","Pct2006NatLC.x","Pct2006AgrLC.x","ARAPct2006NatLC.x","Pct2006NatLC.y","Pct2006UrbLC.y","Pct2006AgrLC.y","ARAPct2006NatLC.y","ARAPct2006AgrLC.y","L_ROADDENS","N_ROADDENS","Ksat_WA","WQRegion","PSARegion","LgFldFlow_p.x","SmFldDur_p.x","SmFldDate_p.x","SmFldFreq.x","HiFall_p.x","CRAM_Overall_Score.x","CSCI.x","N_SUMMER","pH_SUMMER.x","SpecCond_SUMMER.x","TEMP_SUMMER.x","TURB_SUMMER.x","PHAB.MMI.Score"
"1579",8273249,1.1291,0.000809008,34.7,0.87,145.7,6,809.26,843.47222,146.17254,30.46,25.7,0.00198,1061.076,2,1.99,3,"silty clay loam",71.02026821,2.366951693,0.676271912,0,0,30.19078025,1.158082505,0.000626454,77.07721941,6.70097778,147.7405815,4.605516928,3.352579865,849.4423875,146.3585041,236.46,0.012850681,799.274,33.63632397,1.855903823,0.298638825,1.031812708,109.5827542,1.904525954,"silty clay loam",70.58351824,1.892121453,0.066390226,0.033195113,0,0,0.38107311,30.127,0.000921606,0.001161794,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",0.053232341,0.035121911,0.073645774,58.20074748,NA,0.140710679,44.74082797,21.5269526,0,0.907934055,0.476981542,0.009085393,0.010922511,0.00713804,0.016458397,0,0.001339585,0.123500607,0.846943489,0.029555903,0.073019923,0.024045539,33467.76,248723.84,6.929,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584",8273259,1.11315,0.000675637,79.05,4.53,136,6,861.84,956.67626,144.93892,87.01,53.8,0.00763,468.7974,2,1.800217855,1.611350156,"silty clay loam",68.45457087,2.172985472,1.707345728,0,0.168079491,28.9175906,1.15179849,0.000734647,172.6455998,13.86356049,134.4122515,5.090522355,2,997.8881439,144.7523515,342.49,0.026998348,221.844,35.64859652,1.685377128,0.332850869,0.57991217,163.9894965,0.771052156,"clay loam",74.90454131,1.159193471,0.136375702,0,0,0,0.339633493,14.664,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",0.310076198,0,0.000735856,55.26683377,1.836363636,0.223236634,44.89181999,24.32771625,0,0.921769566,0.91973927,0.009100245,0.011127203,0.006954562,0.120212469,0,0.118444056,0.567799756,0.432200244,0,0.505267594,0,63113.99,65941.01,7.847777025,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1589",8273269,1.18704,0.00191654,60.37,3.27,139.5,6,840.52,1089.99011,142.09191,62.58,44.8,0.00431,1016.855,4,1.99,3,"silty clay loam",68.99622958,3.723247842,0.93081196,0,0,28.78095449,14.99564769,0.000714609,285.0941832,24.99798326,138.1458998,3.629101358,2.624135945,1123.429757,141.5739197,597.2,0.050449402,181.138,35.64612287,2.028300619,0.332558796,0.606581574,155.3881767,0.904066954,"clay loam",77.38037296,0.887707906,0.034586022,0,0,0,0.224182155,86.747,0,0.000160055,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",0.153149416,0,0.046958386,56.52215754,2,0.313899069,44.76050818,22.37524593,0,0.902068089,0.757475663,0.009092298,0.011240322,0.006819595,0.005865103,0,0.009817672,0.728462393,0.267209676,0.00432793,0.589428331,0.00204918,26380.31,269592.43,6.929,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1594",8273279,1.17565,0.000496038,27.98,1,143,6,835.11,853.0408,141.5813,28.26,14.97,0.00217,686.4089,1,1.965276438,3,"silty clay loam",70.99718526,0.406425273,0,0,0,30.63,1.17565,0.000496038,27.98,1,143,6,2.35,853.0408,141.5813,28.26,0.00217,686.409,35.07351856,1.965276438,0.361964842,1.186532466,60.46129865,3,"silty clay loam",70.99718526,0.406425273,0,0,0,0,0,12.304,0.00370907,0.00370907,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",2.186378462,0.314109186,0.314109186,58.33690769,1.00621118,0.079762524,45.1472384,22.21855683,0,0.959408526,2.696809875,0.009051422,0.010530727,0.007478795,0.201783887,0.284252084,0.298358733,0.201783887,0.513964029,0.284252084,0.298358733,0.287514654,63359.09,63359.09,6.579285219,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1598",8273287,1.22213,0.000813912,33.36,6.55,149.6,5.52,992.78,862.10524,141.76695,15.32,14.97,0.00029,89.1828,3,1.435996995,1.33912232,"fine sandy loam",83.4920635,0.678390374,0,0,0,27.88128148,1.159525424,0.000589147,83.19633472,6.530008108,123.7516712,5.749190731,2.500621998,878.3363104,141.9963057,652.59,0.021931328,276.06,30.98284358,1.795965047,0.321771128,1.214092897,115.1039218,1.462737301,"silty clay loam",76.83434805,0.594439444,0.004755516,0.033288609,0.004755516,0,0.031343373,210.285,0.001812252,0.000254507,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",12.41331858,0.244640662,0.246456064,59.56862134,1.204545455,0.251459578,45.30586836,22.84678302,0,1.04470001,0.28217697,0.009032932,0.009894311,0.008109323,0.44993895,0.2997558,0.140311804,0.564299383,0.355374459,0.080326159,0.51232106,0.101227358,5280.02,795223.75,4.980541387,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.25,NA,NA
"1599",8273289,1.06732,0.000890207,365.68,22.47,131.1,3,1360,1105.991,144.2773,342.49,231.21,0.08028,9.3647,1,1.58,0,"clay loam",78.95782783,0,0,0,0,28.99,1.06732,0.000890207,365.68,22.47,131.1,3,2,1105.991,144.2773,342.49,0.08028,9.365,35.7,1.58,0.32,0.4,201,0,"clay loam",78.95782783,0,0,0,0,0,0,1.557,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",6.779616694,0,0,52.00039223,1.805194805,1.207646451,45.42507096,27.45752909,0,0.946376948,0,0.009126768,0.011170611,0.006963054,1,0,1,1,0,0,1,0,0,0,8.9139,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1606",8273307,1.35533,0.000640046,144.55,15.46,131.7,4.18,967.04,1059.38094,143.88846,113.76,44.8,0.00813,335.1336,2,1.747605765,1.226383647,"clay loam",81.80180486,0.754721556,0.679249401,0,0.073033177,26.47220317,1.204742345,0.000656537,236.6638692,17.26576292,116.0885095,3.535420368,3.010571144,1107.902672,143.3194127,618.47,0.044264018,119.421,35.67482135,1.63161624,0.326294663,0.488125287,182.8713695,0.377679803,"clay loam",81.33188327,0.604306844,0.023242571,0,0,0,0.073033177,43.018,0,0.000398972,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",6.154932588,3.39e-05,0.072749563,53.75985936,1.3424,0.432841813,45.29737444,24.89259752,0,0.912341899,0.481001445,0.009091049,0.011308604,0.006745581,0.475301941,0,0.232628399,0.779741364,0.195656375,0.024602263,0.716306954,0.007314149,70924.37,122359.84,8.1024837,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,56,0.724081689,NA,NA,NA,NA,NA,NA
"1607",8273309,1.09793,0.000337474,57.24,5.71,155.6,3.86,1181.86,1035.54693,137.67751,36.67,26.82,0.00165,152.5043,3,2.560639899,0.68046511,"fine sandy loam",67.27912424,0.282936408,0.056587282,0,0,30.87612466,1.129561984,0.00058247,93.66101614,10.55648712,146.064978,4.003603737,2.195670375,1047.170161,136.9263001,223.35,0.020845381,180.033,21.5598821,2.610301574,0.371251254,1.120363492,123.3888701,0.451363094,"fine sandy loam",64.94253225,0.57271317,0,0,0,0,0,52.376,0.005044697,0.003001657,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",8.590079772,0.337699033,0.282062191,60.25422695,1.67816092,0.43703148,45.20419998,23.23304844,0,1.096259208,1.053035535,0.009038137,0.009724246,0.008299626,0.644297352,0.114358452,0.850423329,0.787959747,0.166595389,0.045444877,0.891874057,0.019984917,65238.4,176266.71,10.84647663,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1608",8273313,1.09208,0.001570585,313.64,21.8,127.6,3,955,945.0309,144.2168,366.7,114.44,0.12064,62.7377,1,1.58,0,"clay loam",79.2976431,0.748632682,0,0,0,28.81,1.09208,0.001570585,313.64,21.8,127.6,3,5,945.0309,144.2168,366.7,0.12064,62.738,35.7,1.58,0.32,0.4,201,0,"clay loam",79.2976431,0.748632682,0,0,0,0,0,1.331,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",10.65758443,0,0,51.17058037,1.708029197,1.885930582,45.51618176,24.93424312,0,0.90087863,0,0.009060119,0.011308809,0.006683273,1.000000001,0,1,1,0,0,1,0,231.25,231.25,8.9139,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1609",8273315,1.2915,0.000556149,29.77,0.56,139.9,6,779.27,829.841,142.1696,29.59,20.18,0.00163,372.258,1,1.971638861,3,"silty clay loam",70.69455067,0.386280886,0,0.193140443,0,30.26,1.2915,0.000556149,29.77,0.56,139.9,6,2.53,829.841,142.1696,29.59,0.00163,372.258,35.18327034,1.971638861,0.36403263,1.164263988,59.57055953,3,"silty clay loam",70.69455067,0.386280886,0,0.193140443,0,0,0,10.358,0.000474121,0.000474121,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",1.123073093,0.217591637,0.217591637,57.41122655,1.037735849,0.292535138,45.323254,21.94409084,0,0.928374454,0.947217407,0.009035045,0.010718157,0.007248499,0.23135753,0.185903007,0.35,0.23135753,0.58273944,0.185903007,0.35,0.28275,43432.49,43432.49,6.669281682,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1612",8273321,1.24406,0.000756457,89.2,11.16,131.9,3.48,758.78,848.4631,144.077,85.5,33.91,0.01812,7.443,1,1.782942229,1.484943142,"clay loam",83.05476989,1.861885469,0,0,0,29.18,1.24406,0.000756457,89.2,11.16,131.9,3.48,4.68,848.4631,144.077,85.5,0.01812,7.443,35.60100379,1.782942229,0.344749052,0.746486733,129.7227292,1.484943142,"clay loam",83.05476989,1.861885469,0,0,0,0,0,3.763,9.6e-06,9.6e-06,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",11.66597204,0.268500908,0.268500908,53.43954499,1.310810811,0.18699908,45.36858163,22.37273503,0,0.878949939,1.109292707,0.009043956,0.011426269,0.006527089,0.640939597,0.105225312,0.63463282,0.640939597,0.253835092,0.105225312,0.63463282,0.050770626,8650.44,8650.44,7.931412119,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1613",8273323,1.18615,0.00036345,215.3,18.13,124.2,3,1175.85,1108.66724,143.45155,134.8,113.97,0.01001,35.6946,2,1.58,0,"clay loam",81.34760704,0.174744178,0,0,0,25.16707002,1.148677606,0.000621498,278.07294,17.8547662,107.7063464,3.26846207,2.7988371,1139.373075,142.9964624,618.47,0.054170308,19.593,35.7,1.58,0.32,0.4,201,0,"clay loam",81.24712882,0.544085131,0,0,0,0,0,27.56,0.001264807,0.000622635,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",34.51234674,0.09695997,0.113516614,50.63779723,1.352226721,0.984208823,45.57499532,26.4952854,0,0.920844245,0.108785281,0.009083613,0.011255931,0.006786373,0.862248111,0.088161209,0.943957968,0.908437339,0.053168384,0.038394277,0.931303988,0.012546277,9101.53,50966.99,8.9139,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1614",8273325,1.05129,0.001178912,182.72,20.2,129.6,3.21,841.42,850.32,144.1,274.45,33.91,0.07975,12.8357,1,1.668030323,0.885456192,"clay loam",82.29560633,1.560234594,0,0,0,29,1.05129,0.001178912,182.72,20.2,129.6,3.21,4.86,850.32,144.1,274.45,0.07975,12.836,35.07202969,1.668030323,0.324038446,0.722043525,163.115586,0.885456192,"clay loam",82.29560633,1.560234594,0,0,0,0,0,2.559,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",41.90186177,0.187842572,0.187842572,51.78356529,1.543956044,0.634432809,45.4435879,23.16274865,0,0.882770165,0.12159173,0.009039532,0.011360272,0.006587615,0.712126539,0.167311072,0.511602209,0.712126539,0.12056239,0.167311072,0.511602209,0.245303867,3407.02,3407.02,7.861521954,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1615",8273327,1.09639,0.000325055,258.66,20.7,107.4,3,1233.22,1116.129,143.493,171.74,154.21,0.02827,14.622,1,1.58,0,"clay loam",80.47000473,1.049171346,0,0,0,24.77,1.09639,0.000325055,258.66,20.7,107.4,3,2.16,1116.129,143.493,171.74,0.02827,14.622,35.7,1.58,0.32,0.4,201,0,"clay loam",80.47000473,1.049171346,0,0,0,0,0,1.907,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",20.72946565,0.078783903,0.078783903,49.45237958,1.347826087,0.655970798,45.6816623,28.04875296,0,0.94024049,0.021124072,0.009100684,0.011192027,0.006888313,0.943788381,0,0.995215311,0.943788381,0.056211621,0,0.995215311,0,4491.9,4491.9,8.9139,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1616",8273329,1.0994,0.000475531,217.85,16.15,115.8,3,1243.03,1138.30588,143.24632,154.21,134.8,0.0118,15.4758,2,1.58,0,"clay loam",81.93762994,0.577910314,0,0,0,24.75411331,1.101186038,0.000731889,283.740237,19.28974281,105.5972415,3,2.628755722,1179.963118,142.8382353,540.7,0.056248895,10.854,35.7,1.58,0.32,0.4,201,0,"clay loam",80.95090052,0.777288584,0,0,0,0,0,10.286,0,0.000156084,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",34.4389161,0.198271176,0.133075095,49.38430871,1.286792453,0.968431861,45.68099582,27.55816462,0,0.935439406,0.09747947,0.009086957,0.011209709,0.006841955,0.804313929,0.106548857,0.89408867,0.891895715,0.054278585,0.053825701,0.934752429,0.027302175,6293.48,18755.71,8.9139,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1622",8273341,1.01214,0.001004447,34.83,0.79,129.5,5.59,725,841.12894,143.98602,33.91,30.53,0.00226,32.6473,2,1.803504004,3,"silty clay loam",71.187046,2.01425641,0,0,0,29.08661932,1.117920413,0.00094236,109.5233748,12.14955119,130.6877388,3.79364136,4.470270308,847.6742836,144.0672033,274.45,0.040167477,14.012,34.79488317,1.749154137,0.33121203,0.930292574,131.7943196,1.577047384,"clay loam",80.54324437,1.791947211,0,0,0,0,0,7.81,6.06e-05,1.62e-05,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",0.984481409,0.294355912,0.246962069,51.29664109,1,0.267109829,45.40686482,21.41693641,0,0.868960651,1.206536029,0.009013761,0.01136684,0.006528794,0.219733656,0.18220339,0.161512027,0.584002529,0.275724208,0.140273263,0.526315789,0.12092214,6690.77,18748.23,4.291014131,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1623",8273343,1.12719,0.000383256,32.37,0.45,137.1,4.16,764.32,809.6907,142.924,29.73,21.71,0.00172,299.3531,1,1.99,3,"silty clay loam",70.37887251,0.330485036,0,0,0,29.94,1.12719,0.000383256,32.37,0.45,137.1,4.16,2.6,809.6907,142.924,29.73,0.00172,299.353,35.5,1.99,0.37,1.1,57,3,"silty clay loam",70.37887251,0.330485036,0,0,0,0,0,12.102,2.98e-06,2.98e-06,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",0.869481986,0.249355174,0.249355174,55.71747209,1,0.173343285,45.34886117,21.51277761,0,0.901270383,1.007895726,0.009025876,0.010936658,0.007001456,0.382260949,0.135239797,0.460490088,0.382260949,0.482499256,0.135239797,0.460490088,0.137389868,56522.89,56522.89,6.929,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1624",8273345,1.17995,0.001317258,209.67,22.88,127.7,3,886.6,850.3096,144.0926,296.85,44.47,0.13496,29.435,1,1.643586232,0.465265113,"clay loam",79.98731769,0.706935974,0,0,0,29,1.17995,0.001317258,209.67,22.88,127.7,3,5,850.3096,144.0926,296.85,0.13496,29.435,35.66898233,1.643586232,0.327754419,0.50856186,178.6672746,0.465265113,"clay loam",79.98731769,0.706935974,0,0,0,0,0,1.419,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",13.67455052,0.0642105,0.0642105,50.32578437,1.774774775,1.007891383,45.51449935,23.75611932,0,0.891381722,0.018669838,0.00903389,0.011309177,0.006630046,0.891566264,0,0.796226414,0.891566264,0.108433735,0,0.796226414,0,1498.64,1498.64,8.606065093,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1625",8273347,1.21424,0.000212925,45.39,4.08,135.6,2.01,880.74,856.80129,141.96799,21.71,20.18,0.00059,109.9981,3,1.926283443,1.297027499,"fine sandy loam",68.11631037,0,0,0,0,27.57857854,1.148058855,0.000602643,89.6404791,7.016815472,121.6024779,5.754819955,2.535304853,882.3331797,141.9997889,652.59,0.024056545,271.129,31.02887826,1.800339578,0.320075382,1.204279135,118.4030584,1.393442885,"silty clay loam",76.63835316,0.638394056,0.005364656,0.02682328,0.005364656,0,0.035351292,186.404,0.000847263,0.0002384,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",5.541498542,0.248346712,0.249944328,56.57638843,1.236363636,0.247990649,45.5636764,21.60684811,0,1.00053039,0.437185084,0.008990032,0.010242792,0.007655103,0.489684557,0.200852145,0.5248503,0.600164071,0.336360203,0.063475728,0.524643717,0.078154487,40142.4,688555.66,8.258958298,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1626",8273349,1.00686,0.00100094,50.07,4.56,128.1,3.85,729.23,846.62943,144.04091,44.47,30.53,0.00678,85.0754,1,1.885564682,2.689244041,"silty clay loam",68.28246611,0.972465117,0,0,0,29,1.089304804,0.001129844,115.1091912,12.02565153,127.9369945,3.50361333,4.662282826,848.1291498,144.0619744,296.85,0.067833642,62.342,34.9478274,1.786955141,0.337783778,0.944517463,120.5586851,1.782942094,"silty clay loam",73.05235383,0.864258345,0,0,0,0,0,3.473,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",4.029546275,0.392667508,0.258816768,50.30246384,1.267857143,0.42060892,45.46769813,22.38889457,0,0.881343762,10.81863619,0.009016798,0.011327986,0.006575822,0.637953652,0.133362484,0.824561404,0.741304273,0.179680287,0.079015441,0.798977853,0,4014.83,5513.47,6.258106805,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1627",8273351,1.22666,0.000446904,76.93,6.85,139.3,4.18,1145.56,1014.4467,137.01144,56.33,36.67,0.0046,488.5276,2,2.473615331,0.739126481,"fine sandy loam",66.19527269,0.209550361,0.419100722,0,0,29.76366858,1.18962282,0.000565179,109.4486826,11.74272108,138.7757378,3.774747757,2,1029.205013,136.3772459,223.35,0.027543412,288.488,24.56804761,2.644297937,0.361250215,1.113050646,118.1710863,0.423939924,"fine sandy loam",65.02850187,0.279416593,0,0,0,0,0,17.896,0.003481684,0.002723474,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",5.078988181,0.316782205,0.288745112,58.98952811,1.842105263,0.494672246,45.59747489,22.01529009,0,1.078777646,0.428163766,0.008985738,0.00971772,0.008197603,0.738629931,0.011511606,0.950819672,0.825743375,0.162482024,0.011774601,0.950221941,0,39654.38,57601.42,10.54620588,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1628",8273353,1.44883,0.001475048,29.99,0.24,128.4,6,725,836.33846,143.91793,30.53,28.24,0.0013,189.9849,2,1.888940239,3,"silty clay loam",71.13138138,3.354427849,0.838606962,0.838606962,0,29.05424121,1.153939513,0.001045434,103.4759041,10.97680067,129.7037695,3.923826669,4.38316816,846.7173929,144.0514814,296.85,0.043253856,44.281,34.73821083,1.773031495,0.333608493,0.984276816,122.8719755,1.77033309,"clay loam",77.55956577,1.683182133,0,0.08015153,0,0,0,12.475,0.000121095,2.17e-05,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",0.089594864,0.138011141,0.23984709,49.98707405,NA,0.304145143,45.44206854,20.97388519,0,0.87200139,0.951270943,0.008996152,0.011277239,0.006587117,0.188438438,0,0.211398964,0.58996031,0.30021652,0.109823171,0.488963905,0.072189042,5623.32,29885.02,5.499509677,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1629",8273355,1,0.000554459,28.5,0.09,127,6.23,725,835.08359,143.78762,28.24,28.24,0,753.7438,2,1.59,3,"clay",83.64102565,0,0,0,0,28.91357245,1.135541489,0.0008269,88.48876226,9.269005743,127.7995729,5.837341253,3.968287448,845.0326245,143.9138229,296.85,0.033706226,151.75,33.33225407,1.721247869,0.310909941,1.316030535,124.0166457,1.981823995,"clay loam",80.0794757,1.453616255,0,0.046890847,0,0,0,21.33,0,0.000276766,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",0.140697219,0.323673719,0.252908203,48.12690026,NA,0.186004452,45.48445198,20.87818333,0,0.882316942,0.769763988,0.008982531,0.011240357,0.006598654,0.538461538,0,0.533898305,0.56311401,0.359673877,0.077212114,0.387265711,0.07483462,495.81,72785.45,1.271,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1630",8273357,1.06623,0.000616947,110.57,17.11,125.6,10.07,879.47,849.66,143.8,58.59,40.04,0.02103,96.7256,1,1.587744832,0.772444154,"clay loam",83.14689266,2.796440484,0,0,0,29,1.06623,0.000616947,110.57,17.11,125.6,10.07,3.59,849.66,143.8,58.59,0.02103,96.726,33.96106498,1.587744832,0.301081745,0.922615845,177.6178357,0.772444154,"clay loam",83.14689266,2.796440484,0,0,0,0,0,1.43,0.000416425,0.000416425,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",12.32637251,0.318755834,0.318755834,48.35113979,1.484848485,0.717475166,45.61119842,24.22038309,0,0.905980115,0.320473855,0.009020769,0.011253374,0.006662407,0.865662272,0,0.596551724,0.865662272,0.134337728,0,0.596551724,0,3668.39,3668.39,7.019125427,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631",8273359,1.0001,0.000536353,89.62,8.12,123.3,10.57,805.13,849.67107,143.80403,40.04,31.33,0.00639,232.6168,1,1.598990518,2.269811586,"clay",83.45623672,1.181357345,0,0,0,28.60979159,1.026092273,0.000565392,97.16857997,11.35922358,124.1287224,10.38984296,3.519634549,849.6670813,143.8025779,58.59,0.012144225,183.656,31.76318084,1.594938539,0.276839505,1.579104131,148.9609283,1.730289017,"clay",83.3447757,1.76329454,0,0,0,0,0,3.969,0.001897792,0.001364034,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",1.647203382,0.22682124,0.259946569,47.86480712,1.708333333,0.157349501,45.60161603,23.62892355,0,0.903949982,0.750001179,0.009009776,0.011247271,0.006646677,0.501063076,0,0.141122914,0.6324333,0.367566699,0,0.280295048,0,16401.33,20069.72,3.292851606,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1634",8273365,1.0549,0.003386579,32.22,0.34,127,13,725,849.67075,143.80391,31.33,31.22,0.00027,637.2692,1,1.59,3,"clay",82.26356589,0,0,0,0,28.62089271,1.030413432,0.000645653,95.32084376,11.0457353,124.210408,10.46409988,3.44795292,849.6671857,143.8026158,58.59,0.010363091,196.645,31.67319082,1.594798041,0.27579145,1.605302897,147.937868,1.7664113,"clay",83.31401613,1.713130192,0,0,0,0,0,4.086,0,0.001325229,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",0.032333963,0.015472362,0.252991469,47.50584631,NA,0.141722126,45.54793348,22.17130972,0,0.895198274,0.351366035,0.008991828,0.011251268,0.006606286,0,0,0,0.614441068,0.385558932,0,0.246982358,0,596.4,20666.12,1.271,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1635",8273367,1.1685,0.000458565,45.78,3.89,126.9,5.74,745.44,834.29274,143.61656,31.15,28.24,0.00162,402.5118,1,1.716585506,2.660091745,"clay",83.71770116,0.765893318,0.255297773,0,0,28.71181983,1.084417503,0.000518381,67.82912489,6.943119171,125.0922806,8.562841803,3.38886378,842.7488901,143.7189326,58.59,0.006690728,297.537,31.38334495,1.648946661,0.279379374,1.775087906,125.7829027,2.271289771,"clay",83.63193136,1.143618376,0,0,0,0,0,8.746,4.61e-05,0.00064404,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",1.873140161,0.337840649,0.270689621,48.5992037,1.171875,0.126492994,45.51820535,22.3173046,0,0.890212503,0.5102876,0.009002106,0.011278932,0.006597859,0.531034483,0.070574713,0.378481013,0.525106822,0.443278903,0.031614274,0.262853666,0.080620627,14580.12,42404.62,3.943540253,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
